user_id,movie_id,watch_time,device,timestamp
U0028,M0124,124,Console,2025-04-07 13:18:26.257437
U0398,M0003,43,Mobile,2025-04-26 20:13:01.290968
U0215,M0061,31,Laptop,2025-04-19 18:01:28.574017
U0841,M0079,143,Smart TV,2025-04-24 06:04:52.851871
U0294,M0091,33,Tablet,2025-04-01 07:00:29.827916
U0169,M0016,104,Tablet,2025-04-01 02:13:32.434351
U0196,M0108,177,Tablet,2025-04-25 03:24:17.869690
U0891,M0059,150,Laptop,2025-04-27 07:12:06.293176
U0050,M0021,166,Laptop,2025-04-28 05:22:46.347580
U0464,M0148,23,Mobile,2025-04-23 11:49:31.811061
U0869,M0046,64,Tablet,2025-04-20 16:46:52.811949
U0734,M0060,157,Desktop,2025-04-13 07:34:20.353894
U0619,M0102,117,Console,2025-04-26 01:07:16.537208
U0236,M0136,43,Laptop,2025-04-29 10:54:33.468793
U0918,M0055,165,Tablet,2025-04-06 23:55:13.732113
U0898,M0017,171,Mobile,2025-04-07 11:50:34.452901
U0785,M0176,73,Console,2025-04-19 19:30:15.866097
U0589,M0022,128,Smart TV,2025-04-13 16:27:26.483802
U0768,M0166,172,Smart TV,2025-04-15 13:01:09.397447
U0161,M0116,168,Smart TV,2025-04-13 11:14:53.183832
U0382,M0119,151,Laptop,2025-04-24 03:46:03.465742
U0710,M0172,139,Tablet,2025-04-28 02:14:23.600378
U0139,M0163,80,Tablet,2025-04-21 19:13:21.268124
U0634,M0006,30,Desktop,2025-04-02 14:33:45.997142
U0591,M0143,68,Tablet,2025-04-22 00:37:42.023396
U0467,M0141,111,Tablet,2025-04-05 15:50:14.858397
U0516,M0030,98,Smart TV,2025-04-12 00:46:01.411260
U0572,M0094,131,Console,2025-04-29 15:13:00.207499
U0759,M0133,78,Smart TV,2025-04-28 22:57:11.821368
U0560,M0178,59,Desktop,2025-04-22 00:34:02.244239
U0872,M0013,167,Console,2025-04-12 14:09:41.027677
U0441,M0072,78,Desktop,2025-04-07 05:58:56.564252
U0966,M0070,111,Laptop,2025-04-08 01:36:18.246158
U0805,M0106,98,Desktop,2025-04-27 19:51:13.188388
U0420,M0194,27,Mobile,2025-04-28 20:34:54.989822
U0778,M0029,121,Laptop,2025-04-03 14:48:15.691486
U0184,M0091,54,Laptop,2025-04-20 06:48:33.221873
U0277,M0031,30,Tablet,2025-04-01 21:51:08.502393
U0730,M0168,5,Console,2025-04-28 16:03:42.321032
U0860,M0023,62,Tablet,2025-04-28 12:40:43.425571
U0214,M0023,28,Desktop,2025-04-25 14:51:22.155075
U0800,M0013,21,Tablet,2025-04-27 01:04:40.923471
U0050,M0066,6,Console,2025-04-22 22:43:31.601517
U0477,M0085,145,Laptop,2025-04-12 08:03:09.642725
U0469,M0083,167,Smart TV,2025-04-12 07:39:09.595616
U0507,M0128,156,Console,2025-04-15 01:21:34.050701
U0645,M0117,28,Desktop,2025-04-03 21:27:17.110421
U0103,M0195,162,Console,2025-04-10 03:11:51.658683
U0855,M0138,45,Tablet,2025-04-02 03:33:37.021736
U0875,M0087,21,Smart TV,2025-04-19 20:56:23.156827
U0961,M0091,161,Tablet,2025-04-19 16:16:12.400909
U0055,M0055,95,Laptop,2025-04-17 00:08:41.250654
U0266,M0011,129,Mobile,2025-03-31 21:22:44.559332
U0414,M0139,139,Laptop,2025-04-25 18:15:20.017081
U0862,M0062,53,Smart TV,2025-04-13 04:36:29.289317
U0016,M0102,71,Mobile,2025-04-29 08:56:21.997910
U0824,M0012,164,Tablet,2025-04-11 23:50:59.392924
U0324,M0051,34,Smart TV,2025-04-28 11:48:28.214672
U0784,M0007,90,Laptop,2025-04-26 14:48:39.357726
U0909,M0019,141,Tablet,2025-04-19 07:38:32.191919
U0702,M0051,46,Desktop,2025-04-21 07:08:10.550169
U0289,M0194,119,Mobile,2025-04-19 09:09:37.705800
U0494,M0156,55,Mobile,2025-04-21 14:34:07.179675
U0592,M0171,155,Desktop,2025-04-19 20:19:16.419583
U0515,M0089,19,Console,2025-04-13 22:40:21.813380
U0109,M0159,44,Laptop,2025-04-06 10:40:13.303920
U0849,M0199,50,Mobile,2025-04-03 07:56:17.099387
U0351,M0135,139,Smart TV,2025-04-19 03:00:56.546444
U0986,M0138,149,Tablet,2025-04-26 17:03:46.219436
U0134,M0016,14,Console,2025-04-02 00:28:01.290490
U0490,M0098,144,Console,2025-04-11 09:38:10.155603
U0947,M0055,164,Console,2025-04-10 22:17:09.839814
U0216,M0197,105,Desktop,2025-04-16 21:53:29.002181
U0852,M0144,135,Console,2025-04-03 12:35:31.598909
U0902,M0041,113,Mobile,2025-04-22 07:11:29.965928
U0057,M0172,110,Laptop,2025-04-11 01:48:22.144474
U0587,M0196,142,Smart TV,2025-04-01 12:16:15.044627
U0069,M0023,84,Tablet,2025-04-09 23:05:14.150449
U0999,M0091,71,Desktop,2025-04-06 22:03:16.254613
U0390,M0020,7,Smart TV,2025-04-16 02:14:23.497176
U0422,M0030,96,Laptop,2025-04-27 18:46:57.874230
U0954,M0092,108,Tablet,2025-04-21 19:47:52.111276
U0646,M0119,51,Laptop,2025-04-01 03:54:45.820469
U0123,M0171,42,Laptop,2025-04-18 02:13:09.523607
U0207,M0074,105,Laptop,2025-04-28 16:05:08.891591
U0365,M0001,115,Laptop,2025-04-18 13:19:44.730727
U0889,M0094,45,Tablet,2025-04-18 11:48:59.252321
U0281,M0065,6,Desktop,2025-04-11 22:24:38.607106
U0322,M0034,116,Desktop,2025-04-12 21:09:12.945284
U0153,M0103,26,Desktop,2025-04-17 15:53:00.944010
U0189,M0176,64,Mobile,2025-04-22 05:13:54.003030
U0482,M0086,173,Smart TV,2025-04-24 13:00:41.979707
U0161,M0068,123,Console,2025-04-12 20:07:33.986123
U0902,M0096,63,Desktop,2025-04-18 00:29:59.954177
U0526,M0138,24,Desktop,2025-04-24 07:50:54.969187
U0456,M0102,166,Laptop,2025-04-14 15:33:12.218784
U0665,M0176,100,Tablet,2025-04-13 10:31:24.270144
U0142,M0193,170,Mobile,2025-04-29 02:44:38.332871
U0634,M0156,13,Mobile,2025-04-13 04:48:51.484032
U0874,M0192,139,Laptop,2025-04-10 12:45:09.176964
U0308,M0130,31,Laptop,2025-04-19 11:44:51.906973
U0025,M0048,51,Laptop,2025-04-27 21:31:14.184795
U0799,M0170,103,Console,2025-04-05 02:59:57.560429
U0784,M0112,102,Tablet,2025-04-22 02:34:30.575028
U0518,M0128,35,Laptop,2025-04-16 02:39:04.360967
U0507,M0028,51,Laptop,2025-04-10 13:59:06.682994
U0205,M0099,120,Mobile,2025-04-21 11:05:09.260891
U0058,M0087,127,Smart TV,2025-04-29 02:11:44.039750
U0069,M0179,44,Smart TV,2025-04-14 02:58:37.606704
U0249,M0022,118,Smart TV,2025-04-02 01:02:18.936654
U0663,M0144,124,Laptop,2025-04-20 00:19:46.143828
U0515,M0152,89,Console,2025-04-14 17:49:59.892664
U0839,M0126,129,Tablet,2025-04-18 06:51:14.496146
U0365,M0097,146,Smart TV,2025-04-17 18:53:04.361647
U0823,M0177,169,Laptop,2025-04-28 21:32:53.801715
U0169,M0177,114,Laptop,2025-04-05 18:19:40.444560
U0763,M0193,119,Tablet,2025-04-14 01:00:42.569446
U0588,M0080,167,Tablet,2025-04-26 11:00:55.794521
U0652,M0016,8,Laptop,2025-04-18 04:28:02.092615
U0358,M0131,126,Desktop,2025-04-05 16:41:41.753753
U0453,M0090,112,Laptop,2025-04-02 04:40:40.638547
U0645,M0080,67,Smart TV,2025-04-23 00:58:31.799765
U0973,M0106,73,Desktop,2025-04-19 11:02:44.516419
U0115,M0007,45,Desktop,2025-04-17 09:37:59.298364
U0980,M0091,26,Smart TV,2025-04-25 03:36:34.629419
U0199,M0197,106,Smart TV,2025-04-28 21:56:39.932132
U0334,M0053,19,Console,2025-04-20 02:48:24.358757
U0221,M0086,117,Desktop,2025-04-04 22:08:59.531135
U0378,M0168,16,Laptop,2025-04-05 14:43:53.131158
U0312,M0092,77,Mobile,2025-04-23 13:40:11.023430
U0170,M0067,175,Mobile,2025-04-04 22:06:14.497396
U0973,M0002,91,Laptop,2025-04-12 01:31:31.970134
U0772,M0197,113,Mobile,2025-04-28 22:35:14.789335
U0449,M0013,175,Mobile,2025-04-04 08:58:22.574429
U0286,M0118,156,Tablet,2025-04-24 10:26:32.377944
U0865,M0038,132,Mobile,2025-04-04 00:09:16.833441
U0868,M0166,135,Tablet,2025-04-09 08:30:06.061162
U0080,M0087,44,Tablet,2025-04-22 16:23:00.557761
U0625,M0065,57,Console,2025-04-07 17:00:58.566629
U0902,M0157,161,Mobile,2025-04-18 02:29:51.977403
U0190,M0163,9,Desktop,2025-04-04 09:20:33.697574
U0527,M0063,18,Desktop,2025-04-01 17:08:57.743068
U0968,M0086,163,Tablet,2025-04-25 07:13:33.591121
U0166,M0075,140,Desktop,2025-04-11 13:51:34.379552
U0344,M0026,95,Smart TV,2025-04-25 07:38:53.046430
U0907,M0169,83,Desktop,2025-04-12 13:11:52.553938
U0147,M0005,166,Desktop,2025-04-18 08:44:41.879357
U0011,M0160,10,Desktop,2025-04-08 20:41:03.290431
U0064,M0151,12,Tablet,2025-04-09 17:36:18.558620
U0343,M0002,52,Smart TV,2025-04-04 16:50:55.941507
U0633,M0103,105,Console,2025-04-21 14:12:28.613164
U0778,M0107,171,Laptop,2025-04-04 21:23:44.320794
U0385,M0103,126,Smart TV,2025-04-10 18:16:57.491614
U0974,M0068,73,Mobile,2025-04-03 10:04:17.768056
U0866,M0027,23,Desktop,2025-04-18 18:42:22.954467
U0603,M0150,59,Smart TV,2025-04-02 08:12:45.619596
U0240,M0192,5,Desktop,2025-04-02 21:15:57.713006
U0750,M0003,64,Tablet,2025-04-18 12:30:49.803339
U0651,M0072,30,Mobile,2025-04-23 21:04:51.764619
U0306,M0170,130,Mobile,2025-04-14 02:40:59.460578
U0291,M0191,14,Desktop,2025-04-03 15:31:33.546366
U0953,M0111,161,Laptop,2025-04-19 10:59:49.802474
U0268,M0044,163,Smart TV,2025-03-31 23:45:02.262541
U0793,M0119,27,Tablet,2025-04-15 10:03:12.746788
U0449,M0022,82,Console,2025-04-09 19:12:19.319036
U0943,M0105,82,Tablet,2025-04-14 23:19:07.892832
U0179,M0068,28,Laptop,2025-04-06 01:11:26.174528
U0917,M0081,47,Mobile,2025-04-22 09:24:53.137804
U0457,M0190,110,Smart TV,2025-04-24 02:22:55.721650
U0894,M0050,82,Desktop,2025-04-10 04:12:43.504218
U0576,M0080,75,Mobile,2025-04-20 14:58:30.031585
U0839,M0156,98,Console,2025-04-25 17:26:29.178749
U0668,M0115,55,Mobile,2025-04-19 09:47:57.351403
U0012,M0174,26,Mobile,2025-04-28 08:07:44.508425
U0893,M0025,132,Desktop,2025-04-08 12:25:16.926300
U0564,M0082,66,Laptop,2025-04-24 19:51:55.472162
U0875,M0049,100,Tablet,2025-04-22 11:15:29.661126
U0514,M0157,131,Smart TV,2025-04-25 03:25:42.230930
U0942,M0066,69,Desktop,2025-03-31 07:36:38.662929
U0243,M0155,16,Console,2025-04-25 18:03:31.490722
U0113,M0115,162,Laptop,2025-04-20 19:16:07.748649
U0751,M0008,48,Laptop,2025-04-07 07:43:58.413181
U0524,M0006,107,Desktop,2025-04-03 08:20:37.168850
U0919,M0078,47,Mobile,2025-04-27 19:38:30.542819
U0398,M0180,42,Laptop,2025-04-01 09:03:26.513361
U0512,M0113,79,Desktop,2025-04-26 06:29:07.315770
U0031,M0176,20,Desktop,2025-04-06 22:57:23.771906
U0284,M0085,144,Smart TV,2025-04-02 15:19:01.197027
U0424,M0194,48,Desktop,2025-04-07 13:32:40.541331
U0809,M0079,107,Console,2025-03-31 13:47:19.804383
U0228,M0118,143,Desktop,2025-04-06 17:49:17.832579
U0766,M0169,44,Desktop,2025-04-04 23:33:28.206313
U0218,M0138,10,Tablet,2025-04-01 21:44:28.307217
U0821,M0165,88,Mobile,2025-04-16 06:48:55.571213
U0475,M0009,137,Mobile,2025-04-02 14:15:16.718882
U0835,M0003,131,Smart TV,2025-04-28 03:54:37.443647
U0162,M0113,87,Laptop,2025-04-15 01:09:41.631036
U0364,M0053,168,Laptop,2025-04-20 19:40:49.219184
U0852,M0101,53,Tablet,2025-04-27 10:53:17.301845
U0091,M0112,111,Mobile,2025-04-05 10:29:38.130505
U0108,M0049,38,Mobile,2025-04-18 17:40:43.179319
U0304,M0059,140,Console,2025-04-18 06:58:50.809235
U0213,M0149,26,Laptop,2025-04-09 09:00:33.361283
U0106,M0181,41,Mobile,2025-04-09 18:50:00.761079
U0897,M0095,53,Console,2025-04-13 10:10:13.814355
U0402,M0092,146,Smart TV,2025-04-02 09:54:19.204675
U0189,M0011,6,Desktop,2025-04-09 08:11:51.399943
U0386,M0113,83,Tablet,2025-04-13 05:21:09.313081
U0166,M0157,111,Console,2025-04-29 18:47:57.983081
U0271,M0183,84,Desktop,2025-04-11 23:11:16.514883
U0701,M0092,27,Console,2025-04-08 16:51:39.514197
U0933,M0185,83,Tablet,2025-04-01 20:18:09.743707
U0604,M0014,105,Console,2025-04-03 19:35:20.662981
U0615,M0189,163,Console,2025-04-16 19:23:40.247271
U0461,M0185,153,Desktop,2025-04-18 06:49:15.736470
U0571,M0154,28,Laptop,2025-04-10 14:12:35.564183
U0947,M0132,87,Desktop,2025-04-25 19:55:09.623838
U0672,M0130,118,Mobile,2025-04-13 18:03:20.513442
U0712,M0084,136,Console,2025-04-01 03:16:00.022740
U0160,M0124,75,Desktop,2025-04-04 07:51:52.293428
U0782,M0110,113,Mobile,2025-04-21 02:16:54.931827
U0867,M0119,126,Tablet,2025-04-13 09:38:05.156434
U0604,M0060,80,Tablet,2025-04-30 09:29:38.219782
U0642,M0127,54,Smart TV,2025-04-12 13:23:57.955277
U0752,M0040,171,Desktop,2025-04-25 07:55:56.904202
U0314,M0168,17,Smart TV,2025-04-24 14:52:46.301859
U0939,M0075,55,Mobile,2025-04-30 11:07:25.893937
U0661,M0167,27,Tablet,2025-03-31 00:32:28.469408
U0731,M0146,125,Console,2025-04-26 04:41:59.759639
U0781,M0196,44,Tablet,2025-04-01 08:27:04.110972
U0066,M0129,66,Laptop,2025-04-29 16:00:28.435723
U0870,M0152,10,Laptop,2025-04-28 15:37:41.469851
U0992,M0007,166,Laptop,2025-04-16 03:34:25.701202
U0044,M0043,145,Mobile,2025-03-31 17:54:43.444884
U0628,M0016,118,Laptop,2025-04-04 20:35:13.714717
U0513,M0079,149,Mobile,2025-04-06 21:55:50.030630
U0628,M0145,152,Mobile,2025-04-20 14:15:59.640015
U0008,M0024,98,Tablet,2025-04-23 21:24:33.456564
U0874,M0192,114,Smart TV,2025-04-01 11:12:48.170902
U0701,M0023,128,Mobile,2025-04-25 06:43:42.491275
U0355,M0056,159,Mobile,2025-04-11 14:45:11.920764
U0199,M0074,104,Laptop,2025-04-18 08:42:02.182131
U0529,M0127,12,Tablet,2025-04-07 00:36:15.750546
U0725,M0199,82,Tablet,2025-04-05 23:31:13.116259
U0481,M0147,110,Tablet,2025-04-12 13:46:23.526051
U0729,M0020,125,Desktop,2025-04-27 12:34:27.569852
U0255,M0010,43,Mobile,2025-04-27 05:34:07.774063
U0377,M0161,108,Smart TV,2025-04-28 10:42:16.292939
U0900,M0059,114,Smart TV,2025-04-16 11:32:46.119708
U0137,M0108,43,Desktop,2025-04-27 08:30:04.427421
U0723,M0006,73,Console,2025-04-26 06:41:51.762683
U0336,M0168,96,Mobile,2025-04-02 19:27:31.430367
U0832,M0028,162,Console,2025-04-16 01:05:53.872743
U0334,M0190,73,Smart TV,2025-04-16 11:57:01.615107
U0576,M0008,151,Laptop,2025-04-18 05:51:31.141104
U0345,M0174,115,Smart TV,2025-04-23 12:26:34.042250
U0141,M0130,82,Tablet,2025-04-18 15:41:23.872722
U0704,M0190,51,Console,2025-04-03 04:38:10.342322
U0949,M0060,46,Mobile,2025-04-10 10:13:23.837594
U0106,M0164,75,Laptop,2025-04-27 10:05:13.066893
U0125,M0116,34,Desktop,2025-04-11 20:19:38.232942
U0572,M0159,154,Mobile,2025-04-24 00:41:30.042606
U0976,M0106,138,Tablet,2025-04-29 14:27:37.813309
U0373,M0020,178,Laptop,2025-04-04 23:09:38.528091
U0964,M0194,83,Desktop,2025-04-29 10:12:23.486317
U0721,M0130,178,Tablet,2025-04-08 08:44:21.312116
U0246,M0022,114,Smart TV,2025-04-20 22:44:16.774752
U0355,M0058,179,Console,2025-03-31 17:42:19.701356
U0835,M0021,36,Smart TV,2025-04-15 08:44:52.799233
U0715,M0063,161,Laptop,2025-04-29 18:00:12.557016
U0963,M0073,17,Laptop,2025-03-31 22:47:32.738931
U0428,M0025,146,Smart TV,2025-04-27 20:19:45.902781
U0709,M0195,167,Tablet,2025-04-03 09:01:06.115560
U0403,M0069,12,Tablet,2025-04-18 06:01:23.175021
U0108,M0049,98,Desktop,2025-04-23 12:54:51.343268
U0200,M0094,135,Desktop,2025-04-17 21:33:16.058820
U0431,M0068,35,Desktop,2025-04-28 11:11:31.905264
U0228,M0093,178,Laptop,2025-04-30 05:35:14.339204
U0540,M0081,113,Tablet,2025-04-03 05:12:25.906863
U0743,M0195,78,Mobile,2025-04-11 18:40:18.025934
U0544,M0052,147,Console,2025-03-31 20:29:04.669768
U0351,M0059,101,Console,2025-04-08 10:10:52.745786
U0244,M0171,154,Desktop,2025-04-20 18:48:51.280474
U0111,M0047,9,Smart TV,2025-04-05 05:00:57.665228
U0679,M0100,116,Mobile,2025-04-08 04:34:37.491086
U0701,M0025,142,Tablet,2025-04-19 23:46:47.932549
U0758,M0080,101,Tablet,2025-04-28 07:13:30.607563
U0143,M0052,89,Smart TV,2025-04-09 06:45:11.795866
U0420,M0168,176,Desktop,2025-04-06 15:48:09.768177
U0362,M0146,67,Laptop,2025-04-07 18:02:51.716690
U0463,M0025,17,Laptop,2025-04-02 13:52:14.975269
U0467,M0102,114,Desktop,2025-04-09 18:27:00.249689
